snapshot_id,snapshot_type,source,model,metadata_field,observed_value,description,source_level,discovery_value,reasoning
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,geographic_scope,Lebanon / Lebanese public schools,The country or geographic context to which the figure data applies.,both,high,Geographic scope enables country-based discovery and is reinforced by both the figure and document metadata.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,time_period,2011-2012; 2012-2013; 2013-2014,The temporal coverage or reporting periods represented in the figure.,snapshot,high,Time period is essential for filtering and comparing education indicators over time.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,temporal_granularity,School year,The temporal unit used for observations in the figure.,snapshot,medium,Identifying school-year granularity improves analytical reuse of education data.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,population_group,Syrian students,The population or beneficiary group measured in the figure.,snapshot,high,"Population group supports discovery of figures about refugees, migrants, and student subpopulations."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,institution_type,Public schools,The type of institution or service setting covered by the data.,snapshot,high,Institution type distinguishes public-school data from other education settings for targeted retrieval.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,education_shift,First shift; Second shift,The school operating shift categories used to disaggregate the student counts.,snapshot,medium,Shift categories provide a reusable education-system dimension for analyzing capacity and enrollment patterns.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,unit_of_measure,Number of students; Percent,The measurement units used for the figure’s quantitative values.,snapshot,high,Units are necessary to interpret and reuse the plotted indicators correctly.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,x_axis_dimension,School year,The categorical or temporal dimension displayed along the horizontal axis.,snapshot,medium,The x-axis dimension clarifies the primary comparison structure of the chart.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,y_axis_measures,Number of Students; Percentage of Syrian Students out of Total,The quantitative measures represented on the vertical axes.,snapshot,medium,Y-axis measures help distinguish the chart’s count and percentage scales.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,data_series_labels,Number of Syrian Students in First Shift Public Schools; Number of Syrian Students in Second Shift Public Schools; Percentage of Syrian Students out of Total,The legend labels identifying each plotted data series.,snapshot,high,Series labels make the chart’s disaggregated measures discoverable as reusable metadata.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,subject_theme,Education; refugee education; public schools,The thematic subject area represented by the snapshot.,both,high,Subject theme connects the figure to education and refugee-related discovery facets.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,source_citation,Not identifiable from this snapshot,The cited source or origin of the data used in the figure.,snapshot,medium,Source citation is important for provenance tracking even though it is not visible in this figure.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,geographic_scope,Burundi,Country or geographic area covered by the data snapshot.,both,high,Geographic scope is essential for country-level retrieval and comparison.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,section_headings,PRICES and GOVERNMENT FINANCE; TRADE; BALANCE of PAYMENTS; EXTERNAL DEBT and RESOURCE FLOWS,Major thematic sections or panels represented in a multi-part table or figure.,snapshot,high,Section headings reveal the main economic domains covered beyond the project-focused document metadata.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,indicator_name,Consumer prices; Implicit GDP deflator; Current revenue; Current budget balance; Overall surplus/deficit; Total exports; Total imports; Export price index; Import price index; Terms of trade; Current account balance; Total debt outstanding and disbursed; Total debt service; Net resource flows,Named statistical indicators or measures shown in the table or charts.,snapshot,high,Indicator names make the statistical content searchable and analytically reusable.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,time_period,"1976, 1986, 1996, 1997; charts include years 1991–1997",Years or date ranges represented by the data values.,snapshot,high,Time coverage supports temporal filtering and comparison across snapshots.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,unit_of_measure,"% change; % of GDP; US$ millions; 1995=100 index; DEC, local currency per US$; percent",Measurement units used for reported indicators.,snapshot,high,Units are required to interpret and compare numerical values correctly.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,row_dimension,"Economic indicators and subcategories such as domestic prices, government finance, trade items, balance of payments items, debt categories, and World Bank program items",Primary dimension represented by table rows.,snapshot,high,Row dimensions identify the analytical structure of tabular data.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,column_dimension,"Year columns: 1976, 1986, 1996, 1997",Primary dimension represented by table columns.,snapshot,high,Column dimensions support reconstruction and interpretation of the table structure.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,chart_title,"Inflation (%); Export and import levels (US$ millions); Current account balance to GDP ratio (%); Composition of total debt, 1997 (US$ millions)",Titles of embedded charts or figure panels within the snapshot.,snapshot,high,Chart titles summarize distinct visualized indicators within the compound snapshot.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,visualization_type,"Statistical table with embedded line chart, grouped bar chart, single-series bar chart, and pie chart",Analytical display type used to present the data.,snapshot,medium,Visualization type helps users find charts suited to specific analytical needs.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,series_labels,GDP deflator; CPI; Exports; Imports,Legend labels or plotted data series shown in charts.,snapshot,high,Series labels expose variables represented visually but not always captured in surrounding text.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,category_labels,Coffee; Tea; Manufactures; Food; Fuel and energy; Capital goods; IBRD; IDA; IMF; Other multilateral; Bilateral; Private; Short-term,Categorical labels used to break down indicators or chart segments.,snapshot,high,"Category labels support granular discovery of commodities, creditors, and economic breakdowns."
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,data_source_or_responsible_unit,Development Economics,"Source organization, department, or responsible unit named on the snapshot.",snapshot,medium,Provenance information helps assess source authority and trace data origins.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,data_release_date,10/1/98,Date printed on or associated with the data snapshot.,snapshot,medium,A snapshot-specific date helps distinguish the data vintage from the document publication date.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,document_country,Burundi; code BI,Country metadata assigned at the document level.,document,medium,Document-level country metadata corroborates the snapshot’s country scope for retrieval.
191_multi-page_figure_001.png,figure,refugee,gpt-5.5,document_topics,Education; Health; Nutrition; Poverty; Social Protection and Labor,Topical classifications assigned to the source document.,document,low,Document topics provide broader context but only partially describe this macroeconomic snapshot.
054_Sudan-Basic-Education-Emergency-Support-Project_figure_002.png,figure,refugee,gpt-5.5,figure_title,Figure 3: Grade 3 reading performance by state (2014/15 and 2017/18 NLAs),The title or caption text identifying the figure and its main subject.,snapshot,high,"The figure title concisely identifies the indicator, grade, geography, and comparison years for retrieval."
054_Sudan-Basic-Education-Emergency-Support-Project_figure_002.png,figure,refugee,gpt-5.5,indicator_name,Share of pupil unable to read a single word (non-readers),The specific metric or indicator represented in the snapshot.,snapshot,high,Indicator names are central for searching and reusing data contained in figures.
054_Sudan-Basic-Education-Emergency-Support-Project_figure_002.png,figure,refugee,gpt-5.5,measurement_concept,Reading performance; non-readers,The underlying concept or outcome measured by the indicator.,snapshot,high,Capturing the concept supports discovery even when users search for broader terms rather than the exact indicator label.
054_Sudan-Basic-Education-Emergency-Support-Project_figure_002.png,figure,refugee,gpt-5.5,population_group,Grade 3 pupils,The population or subgroup to which the measurement applies.,snapshot,high,Population group is important for filtering education indicators by grade or learner cohort.
054_Sudan-Basic-Education-Emergency-Support-Project_figure_002.png,figure,refugee,gpt-5.5,education_level,Grade 3; basic/primary education inferred from document context,The education level or grade associated with the snapshot content.,both,high,Education level enables more precise discovery within education-sector figures.
